id,permit_id,city,property_address,city_name,zip_code,permit_type,description,status,issued_date,applicant_name,contractor_name,estimated_value,lead_type,lead_subtypes,categorization_confidence,scraped_at
588,PB25-16482,fort_worth,"1132 WHITE LAKE CT, Fort Worth TX 76103",Fort Worth,,Residential Remodel,Repair Back Wood Deck as Needed,Pending,2025-12-01,,,,outdoor_living,[],0.8,2025-12-02 04:40:31.225677
587,PB25-16506,fort_worth,"8733 SHAVANO DR, Fort Worth TX 76123",Fort Worth,,Residential Remodel,SUNRUN INSTALLATION SERVICES INC,Issued,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:31.225354
586,PB25-16529,fort_worth,"1408 WEILER BLVD, BLDG 2, Fort Worth TX 76112",Fort Worth,,Residential Remodel,Villas at 1404 - Balcony repaor,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:31.225035
585,PB25-16527,fort_worth,"7433 LAURIE DR, Fort Worth TX 76112",Fort Worth,,Residential Remodel,WINDOW WORLD,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:31.224678
584,PB25-16515,fort_worth,"5524 VENTURA ST, Fort Worth TX 76244",Fort Worth,,Residential Remodel,Creative Innovations,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:31.224066
583,PB25-16514,fort_worth,"4916 PENROSE AVE, Fort Worth TX 76116",Fort Worth,,Residential Remodel,4916 Penrose Ave,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:31.221137
582,PB25-16476,fort_worth,"4502 ROCKWOOD DR, Fort Worth TX 76114",Fort Worth,,Residential Remodel,Patsy bragg,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.616054
581,PB25-16503,fort_worth,"3305 WAYLAND DR, Fort Worth TX 76133",Fort Worth,,Residential Remodel,Pinnacle Foundation Repair,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.615485
580,PB25-16480,fort_worth,"3020 YUCCA AVE, Fort Worth TX 76111",Fort Worth,,Residential Remodel,Yucca Remodel,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.614936
579,PB25-16488,fort_worth,"10236 GRAY OAK LN, Fort Worth TX 76108",Fort Worth,,Residential Remodel,Richard Contreras,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.614695
578,PB25-16501,fort_worth,"8528 BUFFALO CREEK DR, Fort Worth TX 76131",Fort Worth,,Residential Remodel,Pinnacle Foundation Repair,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.614441
577,PB25-16530,fort_worth,"6801 WESTGLEN DR, Fort Worth TX 76133",Fort Worth,,Residential Remodel,Bridgette Ross,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.614116
576,PB25-16483,fort_worth,"6020 GRAND CHAMPION BLVD, Fort Worth TX 76179",Fort Worth,,Residential Remodel,6020 Grand Champion Boulevard Foundation Repair,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.613734
575,PB25-16524,fort_worth,"4132 SANDAGE AVE, Fort Worth TX 76115",Fort Worth,,Residential Remodel,4132 Sandage Remodel Permit,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:40:25.613380
536,PB25-16491,fort_worth,"10300 ORCHARD WAY, Fort Worth TX 76126 United States",Fort Worth,,Residential Accessory Addition,Ventana,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:39:53.454840
349,PB25-16494,fort_worth,"8941 RANDOM RD, Fort Worth TX 76179",Fort Worth,,Residential Accessory New,Christian Esquivel,Plan Review,2025-12-01,,,,other,[],0.5,2025-12-02 04:38:03.677585
348,PB25-16502,fort_worth,"2312 DUNSTAN DR, Fort Worth TX 76008",Fort Worth,,Residential Accessory New,IVORY OUTDOOR SERVICES,Plan Review,2025-12-01,,,,other,[],0.5,2025-12-02 04:38:03.677398
347,PB25-16470,fort_worth,"1636 LAKESIDE DR N, Fort Worth TX 76134",Fort Worth,,Residential Accessory New,1636 n lakeside,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:38:03.677179
346,PB25-16472,fort_worth,"8832 TYNE TRL, Fort Worth TX 76118",Fort Worth,,Residential Accessory New,chau,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:38:03.676986
345,PB25-16528,fort_worth,"2908 RIVER PINE LN, Fort Worth TX 76116",Fort Worth,,Residential Accessory New,Caraway Fence Installation,Pending,2025-12-01,,,,fence,[],0.8,2025-12-02 04:38:03.676765
344,PB25-16471,fort_worth,"10121 INDIAN MOUND RD, Fort Worth TX 76108",Fort Worth,,Residential Accessory New,sarah,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:38:03.676443
343,PB25-16525,fort_worth,"4132 SANDAGE AVE, Fort Worth TX 76115",Fort Worth,,Residential Accessory New,4132 Sandage Accessory Garage,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:38:03.676193
342,PB25-16509,fort_worth,"5429 HUNTLY DR, Fort Worth TX 76109",Fort Worth,,Residential Accessory New,Reilly Pool,Pending,2025-12-01,,,,pool,[],0.8,2025-12-02 04:38:03.675968
193,PB25-16510,fort_worth,"8816 RANDOM RD, Fort Worth TX 76179",Fort Worth,,Residential Addition,METRO CODE,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:36:31.027862
192,PB25-16522,fort_worth,"4132 SANDAGE AVE, Fort Worth TX 76115",Fort Worth,,Residential Addition,Single Family Addition,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:36:31.027482
23,PB25-16521,fort_worth,"1004 MUMMS FIELD DR, Fort Worth TX 76247 United States",Fort Worth,,Residential New,DFH-COVENTRY HOMES,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:58.823874
22,PB25-16517,fort_worth,"813 SPRINGBROOK DR, Fort Worth TX 76107",Fort Worth,,Residential New,RIS-813 SPRINGBROOK DR-BLUE CYPRESS,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:58.823390
21,PB25-16516,fort_worth,"1722 S MAIN ST, Fort Worth TX 76110 United States",Fort Worth,,Residential New,TRINITY HABITAT FOR HUMANITY-1722 S MAIN ST,Plan Review,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:58.822968
20,PB25-16513,fort_worth,"1720 S MAIN ST, Fort Worth TX 76110 United States",Fort Worth,,Residential New,TRINITY HABITAT FOR HUMANITY-1720 S Main St,Plan Review,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:58.822468
19,PB25-16512,fort_worth,"4500 BLUE MIST DR, Fort Worth TX 76036",Fort Worth,,Residential New,DFH-COVENTRY HOMES,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:58.821683
18,PB25-16507,fort_worth,"6717 SERENITY DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,GRAHAM HART HOME BUILDER,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:58.821145
17,PB25-16500,fort_worth,"6713 SERENITY DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,GRAHAM HART HOME BUILDER,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.115204
16,PB25-16497,fort_worth,"1701 OPACA DR, Fort Worth TX 76131 United States",Fort Worth,,Residential New,RIS-1701 OPACA DR-M/I HOMES,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.114682
15,PB25-16495,fort_worth,"6705 SERENITY DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,GRAHAM HART HOME BUILDER,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.114209
14,PB25-16492,fort_worth,"6704 MANORVILLE DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,GRAHAM HART HOME BUILDER,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.113689
13,PB25-16489,fort_worth,"625 BROWN BUCK AVE, Fort Worth TX 76247 United States",Fort Worth,,Residential New,Bureau Veritas,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.113130
12,PB25-16487,fort_worth,"621 BROWN BUCK AVE, Fort Worth TX 76247 United States",Fort Worth,,Residential New,Bureau Veritas,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.112676
11,PB25-16484,fort_worth,"4633 COMMACK DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,GRAHAM HART HOME BUILDER,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.112193
10,PB25-16481,fort_worth,"949 BANDON DUNES DR, Fort Worth TX 76028 United States",Fort Worth,,Residential New,METRO CODE,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.111682
9,PB25-16478,fort_worth,"4628 COMMACK DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,GRAHAM HART HOME BUILDER,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.111067
8,PB25-16475,fort_worth,"4632 COMMACK DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,GRAHAM HART HOME BUILDER,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:34:55.110647
6,PB25-16474,fort_worth,"748 BRIGHTSTAR DR, Fort Worth TX 76008 United States",Fort Worth,,Residential New,PB25-16474,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:27:44.857505
5,PB25-16473,fort_worth,"744 BRIGHTSTAR DR, Fort Worth TX 76008 United States",Fort Worth,,Residential New,PB25-16473,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:27:44.857064
4,PB25-16469,fort_worth,"4620 COMMACK DR, Fort Worth TX 76135 United States",Fort Worth,,Residential New,PB25-16469,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:27:44.856640
3,PB25-16508,fort_worth,7636 Trailridge Dr,Fort Worth,,Residential New,PB25-16508,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:27:44.855376
2,PB25-16504,fort_worth,"2520 BRUCE ST, Fort Worth TX 76111 United States",Fort Worth,,Residential New,PB25-16504,,2025-12-01,,,,other,[],0.5,2025-12-02 04:27:44.854938
1,PB25-16505,fort_worth,2552 S University Dr,Fort Worth,,Residential New,PB25-16505,Pending,2025-12-01,,,,other,[],0.5,2025-12-02 04:27:44.853926
605,PB25-16464,fort_worth,"4426 HARLANWOOD DR, FORT WORTH TEXAS",Fort Worth,,Residential Remodel,install partners,Issued,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:38.371827
604,PB25-16467,fort_worth,"6236 WHEATON DR, Fort Worth TX 76133",Fort Worth,,Residential Remodel,Wheaton Dr Duplex Remodel,Incomplete Submittal,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:38.371665
603,PB25-16462,fort_worth,"6516 MEADOW HAVEN DR, Fort Worth TX 76132",Fort Worth,,Residential Remodel,HOME DEPOT,Issued,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:38.371490
602,PB25-16461,fort_worth,"4426 HARLANWOOD DR, FORT WORTH TEXAS",Fort Worth,,Residential Remodel,Install Partners,Pending,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:38.371238
601,PB25-16465,fort_worth,"4426 HARLANWOOD DR, FORT WORTH TEXAS",Fort Worth,,Residential Remodel,Install Partners,Issued,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:38.370823
600,PB25-16466,fort_worth,"1913 CHRISTOPHER DR, Fort Worth TX 76140",Fort Worth,,Residential Remodel,install partners,Issued,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:34.454589
599,PB25-16460,fort_worth,"5852 STREAM DR, Fort Worth TX 76137",Fort Worth,,Residential Remodel,install partners,Issued,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:34.454265
598,PB25-16463,fort_worth,"5004 MONARDA WAY, Fort Worth TX 76123",Fort Worth,,Residential Remodel,HOME DEPOT,Issued,2025-11-30,,,,other,[],0.5,2025-12-02 04:40:34.453951
609,PB25-16458,fort_worth,"4701 DARLA DR, Fort Worth TX 76132",Fort Worth,,Residential Remodel,JB Quality Foundation Repair,Issued,2025-11-28,,,,other,[],0.5,2025-12-02 04:40:38.372486
608,PB25-16457,fort_worth,"10117 COUGAR TRL, Fort Worth TX 76108",Fort Worth,,Residential Remodel,Keisha Sanders,Approved,2025-11-28,,,,other,[],0.5,2025-12-02 04:40:38.372310
607,PB25-16459,fort_worth,"2901 WISPY TRL, Fort Worth TX 76008",Fort Worth,,Residential Remodel,Groundworks,Approved,2025-11-28,,,,other,[],0.5,2025-12-02 04:40:38.372152
606,PB25-16456,fort_worth,"5112 CEDAR BRUSH DR, Fort Worth TX 76123",Fort Worth,,Residential Remodel,GL Hunt Company Inc.,Plan Review,2025-11-28,,,,other,[],0.5,2025-12-02 04:40:38.371991
610,PB25-16454,fort_worth,"6912 BENTLEY AVE, Fort Worth TX 76137",Fort Worth,,Residential Remodel,JB Quality Foundation Repair,Issued,2025-11-27,,,,other,[],0.5,2025-12-02 04:40:38.372642
2721,BLDR-1025-1299,north_richland_hills,"6900 HEWITT ST, North Richland Hills TX",North Richland Hills,,Other (BLDR),Building 2039Application for Permit to build a new Single Family Home on the block of 6900 Hewitt St. One Family Applicant 6822875063jonathanholland@live.com Jonathan Holland,Issued,2025-11-26,,,407800,,,,2025-12-02 12:36:21.153411
2720,BLDR-1125-1321,north_richland_hills,"6736 GREENDALE CT, North Richland Hills TX",North Richland Hills,,Other (BLDR),Building 28replace 3 windows(like for like) and 1 door -construction job. Header work to expand door opening Minor Remodel Applicant RENEWAL BY ANDERSEN zip.permits7@yahoo.com KYLE WILSON,Issued,2025-11-26,,,40613,,,,2025-12-02 12:36:21.153363
2714,LUMB-1125-4056,north_richland_hills,"7936 WOODSIDE TRL, North Richland Hills TX",North Richland Hills,,Other (LUMB),P Plumbing Miscellaneous 0Sewer spot repairs Repair/Replacement of Drainage/Vent/Sewer piping Applicant ARS Rescue Rooter (817) 222-1211 230-dispatch@ars.com Joe Parson,Issued,2025-11-26,,,4305,,,,2025-12-02 12:36:21.152651
2699,ECHR-1125-1971,north_richland_hills,"8309 BEVERLY DR, North Richland Hills TX",North Richland Hills,,Other (ECHR),M Mechanical () 03 ton complete hvac replacement gas powered Remodel/Repair Replace Applicant Berkeys LLC 8174815869permits-damages@berkeys.com Ryan Johnson,Issued,2025-11-26,,,12000,,,,2025-12-02 12:36:21.146484
2679,FENC-1025-1327,north_richland_hills,"5400 HOLIDAY LN, North Richland Hills TX",North Richland Hills,,Fence,08ft Masonry Wall See Page C6.2 For Wall details Masonry Screening Wall Applicant AUI Partners 8177737702cjudge@auipartners.com Chris Judge,Issued,2025-11-26,,,50000,,,,2025-12-02 12:36:21.138987
1503,25004303,grapevine,"2910 Parr Ln., Grapevine TX",Grapevine,,Fence,Fence -,Issued,2025-11-26,,,90000,,,,2025-12-02 12:35:50.230183
621,PB25-16433,fort_worth,"7501 SWITCHWOOD LN, Fort Worth TX 76123",Fort Worth,,Residential Remodel,7501 SWITCHWOOD REMODEL PROJECT,Issued,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:49.830434
620,PB25-16450,fort_worth,"9520 LANSHIRE LN, Fort Worth TX 76131",Fort Worth,,Residential Remodel,EVAN TANNER,Issued,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.883605
619,PB25-16451,fort_worth,"6924 WYCLIFF ST, Fort Worth TX 76116",Fort Worth,,Residential Remodel,SHEARER RENOVATIONS,Issued,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.882982
618,PB25-16453,fort_worth,"6025 MCKASKLE DR, Fort Worth TX 76119",Fort Worth,,Residential Remodel,A-Custom Foundation Repair,Incomplete Submittal,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.882535
617,PB25-16440,fort_worth,"2710 BOMAR AVE, Fort Worth TX 76103",Fort Worth,,Residential Remodel,SUNRUN INSTALLATION SERVICES INC,Issued,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.881929
616,PB25-16449,fort_worth,"7804 WOODHARBOR DR, Fort Worth TX 76179",Fort Worth,,Residential Remodel,Loughry,Approved,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.881362
615,PB25-16427,fort_worth,"3928 SPOONWOOD LN, Fort Worth TX 76137",Fort Worth,,Residential Remodel,GL Hunt Company Inc.,Approved,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.880739
614,PB25-16436,fort_worth,"9128 CAPTAINS CV, Fort Worth TX 76179",Fort Worth,,Residential Remodel,Shawn Reeves PV System,Issued,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.880260
613,PB25-16452,fort_worth,"8325 TUCSON TRL, Fort Worth TX 76116",Fort Worth,,Residential Remodel,SUN14106 Caruthers PV+Battery,Issued,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.879747
612,PB25-16443,fort_worth,"13625 SADDLEWOOD DR, Fort Worth TX 76052",Fort Worth,,Residential Remodel,EV Charger - Tara Smith,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.879276
611,PB25-16448,fort_worth,"8316 WHIPPOORWILL DR, Fort Worth TX 76123",Fort Worth,,Residential Remodel,WINDOW WORLD,Issued,2025-11-26,,,,other,[],0.5,2025-12-02 04:40:43.878594
350,PB25-16442,fort_worth,"3252 MC CART AVE, Fort Worth TX 76109 United States",Fort Worth,,Residential Accessory New,West River Homes - McCart Ave Dumpster,Closed,2025-11-26,,,,other,[],0.5,2025-12-02 04:38:03.677757
37,PB25-16425,fort_worth,"712 BUSHMAN DR, Fort Worth TX 76008 United States",Fort Worth,,Residential New,DR Horton,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:06.678428
36,PB25-16426,fort_worth,"716 BUSHMAN DR, Fort Worth TX 76008 United States",Fort Worth,,Residential New,DR Horton,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:06.678205
35,PB25-16428,fort_worth,"720 BUSHMAN DR, Fort Worth TX 76008 United States",Fort Worth,,Residential New,DR Horton,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.179163
34,PB25-16429,fort_worth,"721 BUSHMAN DR, Fort Worth TX 76008 United States",Fort Worth,,Residential New,DR Horton,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.178789
33,PB25-16430,fort_worth,"16300 MILWAUKEE ST, Fort Worth TX 76247",Fort Worth,,Residential New,DR Horton,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.178211
32,PB25-16435,fort_worth,"1356 LITTLE FLOCK DR, Fort Worth TX 76036 United States",Fort Worth,,Residential New,METRO CODE,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.177884
31,PB25-16437,fort_worth,"9588 VERITE ST, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.177591
30,PB25-16438,fort_worth,"9589 VERITE ST, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.177294
29,PB25-16439,fort_worth,"1437 MUSTANG CANYON DR, Fort Worth TX 76052 United States",Fort Worth,,Residential New,METRO CODE,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.176964
28,PB25-16441,fort_worth,"15024 SANTOSCOY ST, Fort Worth TX 76052 United States",Fort Worth,,Residential New,METRO CODE,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.176616
27,PB25-16444,fort_worth,"7736 SAPWOOD DR, Fort Worth TX 76131 United States",Fort Worth,,Residential New,RIS-7736 SAPWOOD DR-M/I HOMES,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.176241
26,PB25-16434,fort_worth,"1705 SOMERIES CT, Fort Worth TX 76052 United States",Fort Worth,,Residential New,K. Hovnanian Homes,Plan Review,2025-11-26,,,,other,[],0.5,2025-12-02 04:35:03.175872
25,PB25-16446,fort_worth,"5341 OLD HANDLEY RD, Fort Worth TX 76112 United States",Fort Worth,,Residential New,5341 Old Handley - New House,Incomplete Submittal,2025-11-26,,,,other,[],0.5,2025-12-02 04:34:58.824816
24,PB25-16447,fort_worth,"5333 OLD HANDLEY RD, Fort Worth TX 76112 United States",Fort Worth,,Residential New,5333 Old Handley - New house,Incomplete Submittal,2025-11-26,,,,other,[],0.5,2025-12-02 04:34:58.824480
2712,LUMB-1125-4053,north_richland_hills,"7621 SYBIL DR, North Richland Hills TX",North Richland Hills,,Other (LUMB),P Plumbing Miscellaneous 0Replacing the sewer yard service Repair/Replacement of Drainage/Vent/Sewer piping Applicant ARS Rescue Rooter (817) 222-1211 230-dispatch@ars.com Joe Parson,Issued,2025-11-25,,,6087,,,,2025-12-02 12:36:21.152259
2660,BLDC-1025-0057,north_richland_hills,"8405 HARWOOD RD, North Richland Hills TX",North Richland Hills,,Other (BLDC),6 Building 0Remodel and Move the beer cooler Remodel Applicant Maz Capital Investments LLC(940) 703-9105 mike@mazcapitalinvestments.com Mike Mazrooee,Issued,2025-11-25,,,0,,,,2025-12-02 12:36:21.136934
1546,25004536,grapevine,"2952 Kosse Ct., Grapevine TX",Grapevine,,Fence,Fence -,Issued,2025-11-25,,,5000,,,,2025-12-02 12:35:50.297771
1545,25004534,grapevine,"815 S Main St., Grapevine TX",Grapevine,,Certificate of Occupancy,Certificate of,Issued,2025-11-25,,,0,,,,2025-12-02 12:35:50.297418
1544,25004531,grapevine,"1332 Martin Ct., Grapevine TX",Grapevine,,Plumbing,Plumbing,Issued,2025-11-25,,,2987,,,,2025-12-02 12:35:50.296815
1543,25004528,grapevine,"232 N St, Grapevine TX",Grapevine,,Plumbing,Plumbing -,Issued,2025-11-25,,,3000,,,,2025-12-02 12:35:50.295843
1542,25004524,grapevine,"200 Riverside Dr., Grapevine TX",Grapevine,,Electrical,Electrical,Issued,2025-11-25,,,8200,,,,2025-12-02 12:35:50.294979
1541,25004520,grapevine,"1 Crest Dr., Grapevine TX",Grapevine,,Mechanical,Mechanical,Issued,2025-11-25,,,11358,,,,2025-12-02 12:35:50.294060
1219,25000386,westlake,"2009 Thrush Ct., Westlake TX",Westlake,,Building,Mechanical Permit,Issued,2025-11-25,,,80000,,,,2025-12-02 12:25:55.478670
642,PB25-16376,fort_worth,"3001 NW 29TH ST, Fort Worth TX 76106",Fort Worth,,Residential Remodel,3001 NW 29TH ST,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:41:00.271765
641,PB25-16379,fort_worth,"100 CALLENDER DR, Fort Worth TX 76108",Fort Worth,,Residential Remodel,Joshua Arizpe,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:41:00.271507
640,PB25-16380,fort_worth,"3437 JAMES AVE, Fort Worth TX 76110",Fort Worth,,Residential Remodel,Nacho Rosales,Awaiting Client Reply,2025-11-25,,,,other,[],0.5,2025-12-02 04:41:00.271218
639,PB25-16398,fort_worth,"3412 MISSION ST, Fort Worth TX 76109",Fort Worth,,Residential Remodel,JAK HOMES LLC,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:41:00.270957
638,PB25-16411,fort_worth,"9112 ROSE CT, Fort Worth TX 76244",Fort Worth,,Residential Remodel,Foundation Repair,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:41:00.270677
637,PB25-16390,fort_worth,"751 TUMBLEWEED CT, Fort Worth TX 76108",Fort Worth,,Residential Remodel,751 Tumbleweed Court Foundation Repair,Approved,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.777410
636,PB25-16362,fort_worth,"10249 E RANCHO DIEGO LN, Fort Worth TX 76036",Fort Worth,,Residential Remodel,10249 East Rancho Diego Lane Foundation Repair,Approved,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.777246
635,PB25-16416,fort_worth,"4760 N CASCADES ST, Fort Worth TX 76137",Fort Worth,,Residential Remodel,4760 Cascades,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.777099
634,PB25-16404,fort_worth,"3717 WILKIE WAY, 0, Fort Worth TX 76133",Fort Worth,,Residential Remodel,Atlas Foundation Company Inc.,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.776952
633,PB25-16378,fort_worth,"6958 DOWNEY CT, Fort Worth TX 76112",Fort Worth,,Residential Remodel,Tony Jones,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.776713
632,PB25-16382,fort_worth,"4509 QUAILS LN, Fort Worth TX 76119",Fort Worth,,Residential Remodel,4509 QUAILS,Incomplete Submittal,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.776555
631,PB25-16377,fort_worth,"5528 DECORY RD, Fort Worth TX 76134",Fort Worth,,Residential Remodel,sheila fowler PV System,Approved,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.776382
630,PB25-16374,fort_worth,"6920 LEGATO LN, Fort Worth TX 76134",Fort Worth,,Residential Remodel,6920 Legato Ln,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:54.776181
629,PB25-16381,fort_worth,"7529 RED WILLOW RD, Fort Worth TX 76133",Fort Worth,,Residential Remodel,Heard Floore,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:49.834315
628,PB25-16364,fort_worth,"3513 CATTLEBARON DR, Fort Worth TX 76262",Fort Worth,,Residential Remodel,Brian McIntosh 2,Issued,2025-11-25,,,,other,[],0.5,2025-12-02 04:40:49.834019
